kepid,kepoi_name,kepler_name,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
6468938,K06718.01,,0,0,0,1,0,0,7.217010987,135.4523674,1.287,4.4215,7.87E+04,89.71,1096,341.36,1307,1,q1_q17_dr25_tce,6047,4.246,1.211,298.69,41.880852,13.272
8429014,K07885.01,,0,0.001,0,0,1,0,9.72869627,140.71571,1.274,5.628,2.52E+02,42.47,1126,379.75,19.1,1,q1_q17_dr25_tce,6881,4.301,1.351,291.1738,44.449799,13.542
7200301,K06844.01,,0,0,1,0,0,1,0.566791802,131.81736,0.679,2.2,4.93E+01,0.66,2040,4113.39,15.6,1,q1_q17_dr25_tce,5691,4.544,0.887,291.76828,42.757221,14.702
7203179,K06845.01,,0,0,1,0,0,0,2.245738777,133.2650421,0.397,8.61629,4.83E+05,99.05,1737,2156.25,2121.8,1,q1_q17_dr25_tce,6508,4.287,1.312,292.68881,42.748001,13.432
7203194,K06846.01,,0,0,0,1,1,1,2.24572117,133.26678,0.596,3.88,4.82E+01,0.74,1479,1131.64,13.6,1,q1_q17_dr25_tce,6158,4.455,1.026,292.69376,42.760899,14.244
7204073,K06847.01,,0,0,1,0,0,1,0.566801906,131.79673,0.155,1.626,8.97E+01,0.55,1344,774.11,27,2,q1_q17_dr25_tce,4208,4.662,0.583,292.95926,42.799252,12.663
7212722,K06848.01,,0,0,0,1,0,0,2.316171991,132.311636,0.7,4.03025,2.51E+05,49.53,1288,651.03,2338.3,1,q1_q17_dr25_tce,5932,4.58,0.795,295.37515,42.75378,13.969
7281217,K06851.01,,0,0,1,0,0,1,0.566810701,131.80761,0.982,6.19,2.00E+02,1.49,1921,3220.92,45.9,1,q1_q17_dr25_tce,5593,4.584,0.752,291.52869,42.86697,15.644
7281229,K06852.01,,0,0,1,0,0,0,0.566813319,131.78768,1.196,3.752,1.29E+02,23.19,2313,6742.52,17,1,q1_q17_dr25_tce,6108,4.466,1.03,291.53311,42.83847,15.972
8143170,K06976.01,,0,0,1,0,0,0,28.78725751,137.094192,0.559,13.953,4.96E+04,91.26,971,210.02,1292,1,q1_q17_dr25_tce,5154,3.461,3.981,281.08948,44.057941,12.85
8145789,K06977.01,,0,0,0,1,0,0,0.835315046,131.9570817,1.224,2.45449,1.69E+04,30.54,1490,1160.98,939.5,1,q1_q17_dr25_tce,5009,4.584,0.69,282.75241,44.048721,15.314
8155584,K06979.01,,0,0,0,1,0,0,26.0164225,157.37769,1.147,4.1768,4.11E+04,61.04,755,76.63,285.4,1,q1_q17_dr25_tce,6287,4.231,1.28,287.90555,44.01086,15.032
8162376,K06982.01,,0,0,0,0,1,1,0.706430188,132.14208,0.288,1.301,5.08E+01,0.41,1473,1116.9,11,1,q1_q17_dr25_tce,5037,4.689,0.568,290.59076,44.002579,14.001
8953281,K07112.01,,0,0.167,0,1,0,0,0.78430061,132.23164,0.659,2.952,2.55E+02,1.14,1566,1416.91,20.5,1,q1_q17_dr25_tce,5176,4.589,0.681,291.93063,45.22002,15.156
8953426,K07113.01,,0,0,0,1,0,0,2.665875491,131.6187983,0.878,7.59461,1.61E+05,67.43,1502,1199.89,2274.7,1,q1_q17_dr25_tce,6234,4.351,1.159,291.99097,45.234138,12.156
8953475,K07114.01,,0,0,0,0,0,1,2.6658312,131.627,0.864,5.771,4.08E+01,0.99,1663,1807.48,12.4,1,q1_q17_dr25_tce,6276,4.17,1.353,292.01447,45.205681,13.562
8957572,K07115.01,,0,0,1,0,0,0,1.5765874,132.4469,1.04,15.18,2.92E+01,15.68,2946,17781.51,27.9,1,q1_q17_dr25_tce,6742,3.688,3.138,293.5484,45.201,12.232
9881258,K07242.01,,0,0,0,1,0,0,2.028512246,132.8392103,0.871,5.00309,1.22E+05,50.28,1542,1333.24,1545.8,1,q1_q17_dr25_tce,6105,4.412,1.025,287.12561,46.733479,13.281
9899153,K07243.01,,0,0,0,0,1,1,1.33256167,132.0567,0.402,3.743,5.95E+01,0.63,1326,727.84,13,1,q1_q17_dr25_tce,4895,4.502,0.828,295.14157,46.793919,14.877
9899193,K07244.01,,0,0,0,0,1,1,1.332567821,132.0544581,0.413,3.4844,3.10E+01,0.96,2395,7802.17,5,1,q1_q17_dr25_tce,6600,4.047,1.681,295.15475,46.736641,13.191
9899410,K07245.01,,0,0,0,0,1,1,1.332545609,132.05755,0.582,3.997,2.78E+02,28.37,5080,157611.61,31.4,1,q1_q17_dr25_tce,5154,2.435,16.486,295.2258,46.76009,13.504
9899421,K07246.01,,0,0,0,0,1,1,1.33256256,132.04698,0.137,3.088,1.75E+02,16.03,4529,99175.88,11.9,1,q1_q17_dr25_tce,4601,2.321,12.581,295.23248,46.77037,12.295
9899577,K07247.01,,0,0,0,0,1,1,1.33258981,132.0364,0.223,3.987,7.84E+01,0.67,1369,832.33,16.1,1,q1_q17_dr25_tce,5309,4.595,0.763,295.28519,46.770592,14.818
9899583,K07248.01,,0,0,0,1,1,1,1.33258375,132.0362,0.746,4.081,6.09E+01,0.84,1727,2096.92,16.4,1,q1_q17_dr25_tce,6108,4.471,0.997,295.28735,46.75449,14.835
9906489,K07249.01,,0,0,1,0,0,0,8.9648813,137.5394,1.208,61.23,4.55E+02,28.97,1040,276.3,109.9,1,q1_q17_dr25_tce,6543,4.382,1.159,297.52359,46.703129,12.039
10816107,K07377.01,,0,0.008,0,1,0,0,2.161583501,131.80273,0.715,4.0537,5.02E+04,29.61,1646,1741.01,239.2,1,q1_q17_dr25_tce,5888,4.167,1.219,298.29193,48.194691,13.945
10847907,K07379.01,,0,0,1,0,0,0,0.535493486,131.743209,0.566,2.57,5.40E+01,1.42,3181,24045.87,5.1,1,q1_q17_dr25_tce,6328,4.035,1.864,285.25192,48.286209,13.39
10849244,K07381.01,,0,0,0,1,0,0,24.26168383,147.2417593,0.814,7.1617,1.92E+05,58.48,659,44.55,5083.9,1,q1_q17_dr25_tce,6151,4.473,0.983,285.97827,48.225491,12.325
10857589,K07382.01,,0,0,0,1,0,0,32.5325215,147.077355,0.237,13.3991,8.35E+04,24.35,535,19.39,1595.1,1,q1_q17_dr25_tce,5845,4.558,0.838,290.13074,48.289848,15.354
12022718,K07508.01,,0,0,0,1,0,0,4.627775175,133.390355,1.248,3.4079,5.68E+03,32.62,1039,275.68,197.5,1,q1_q17_dr25_tce,5845,4.541,0.874,296.44351,50.420441,14.69
12071006,K07511.01,,0,0,0,1,0,0,6.096030635,135.0308909,0.642,18.4531,9.02E+05,406.97,1925,3246.2,4885.3,1,q1_q17_dr25_tce,7598,3.867,2.692,296.10501,50.518471,13.533
12105785,K07512.01,,0,0,0,1,0,0,31.95303877,142.708054,0.907,8.0461,1.77E+04,47.96,864,131.55,1364.9,1,q1_q17_dr25_tce,5524,3.693,2.734,288.4874,50.675461,13.032
12157983,K07514.01,,0,0,0,1,1,1,0.577844035,131.88058,1.194,4.291,3.20E+02,18.93,1980,3647.63,94,1,q1_q17_dr25_tce,5693,4.57,0.816,290.65952,50.711342,13.766
12164751,K07515.01,,0,0,0,1,0,0,2.630090609,132.224741,0.285,13.6817,5.17E+05,83.5,1551,1371.02,1694.6,1,q1_q17_dr25_tce,6315,4.292,1.108,294.38742,50.717098,14.187
12217907,K07516.01,,0,0,0,1,0,0,43.20459678,146.5978539,0.399,15.0402,2.02E+05,43.15,519,17.15,4750.2,1,q1_q17_dr25_tce,6003,4.507,0.932,296.27115,50.886292,14.291
10028352,K01957.02,,0,0,0,1,0,0,1.75147897,132.47509,0.008,7.89,7.67E+01,1.8,2340,7086.5,68.2,2,q1_q17_dr25_tce,6823,4.04,2.037,297.79224,46.935829,12.655
3352751,K06330.01,,0,0,0,1,0,0,3.495457889,132.083941,0.965,6.9796,1.15E+05,84.49,2051,4186.71,724,1,q1_q17_dr25_tce,8529,4.249,1.558,294.07187,38.426922,13.444
3427776,K06332.01,,0,0,0,1,0,0,4.01668015,134.240703,0.911,2.2828,3.80E+04,22.11,1016,252.13,87.9,1,q1_q17_dr25_tce,5448,4.497,0.794,286.45258,38.538342,15.371
3437739,K06333.01,,0,0,0,0,1,1,1.89134156,132.6518,0.739,5.891,6.84E+01,0.99,1673,1856.23,10.3,1,q1_q17_dr25_tce,6387,4.41,1.105,289.79056,38.52906,15.343
3440230,K06334.01,,0,0,0,1,0,0,2.881100027,134.238752,0.829,9.43866,6.63E+05,446.29,2946,17809.19,3316.5,1,q1_q17_dr25_tce,8104,3.675,3.369,290.47125,38.528561,13.636
3441340,K06335.01,,0,0,0,1,1,0,0.806277023,131.78567,0.697,7.275,7.08E+01,0.89,2046,4119.09,37.9,1,q1_q17_dr25_tce,6122,4.471,0.996,290.81723,38.53912,13.614
3448323,K06336.01,,0,0,1,0,1,1,0.513482156,131.75477,0.004,2.732,9.16E+01,0.83,2072,4335.56,12.6,1,q1_q17_dr25_tce,5495,4.495,0.882,292.64017,38.513569,15.63
4863369,K06465.01,,0,0.001,0,0,1,0,4.24748886,132.0562,0.242,3.053,1.21E+02,1.01,1079,319.94,10,1,q1_q17_dr25_tce,5807,4.524,0.922,298.38226,39.913521,15.146
4863753,K06466.01,,0,0.002,0,0,1,0,1.000012952,131.7614,0.097,1.221,3.60E+01,2.12,2858,15781.19,11.9,1,q1_q17_dr25_tce,5176,3.534,3.605,298.47495,39.92321,11.942
4902030,K06467.01,,0,0,0,1,0,0,0.878803439,132.267269,0.467,2.74503,4.11E+05,51.97,1347,775.9,524.8,1,q1_q17_dr25_tce,4524,4.566,0.737,283.61157,40.05624,15.929
4908495,K06468.01,,0,0,0,1,0,0,1.560158562,132.368518,0.712,3.4248,2.40E+05,45.91,1223,530.79,459.9,1,q1_q17_dr25_tce,4926,4.548,0.749,286.65768,40.02726,13.871
4912589,K06469.01,,0,0,0,1,0,0,34.18830271,132.1423013,0.957,3.01179,1.18E+05,74.5,660,44.91,2594.9,1,q1_q17_dr25_tce,5757,4.134,1.345,288.3205,40.000523,12.869
4914709,K06470.01,,0,0,0,1,0,1,8.65303996,136.66798,0.369,1.091,4.97E+02,1.88,764,80.51,14.7,1,q1_q17_dr25_tce,5301,4.528,0.84,289.08063,40.026791,15.639
4914737,K06471.01,,0,0,0,1,0,1,8.65311903,134.30128,0.701,1.273,2.07E+02,0.85,493,13.95,8.9,1,q1_q17_dr25_tce,3929,4.705,0.55,289.08875,40.018162,15.109
5471415,K06586.01,,0,0,1,0,1,1,12.4257442,141.52382,0.963,29.122,9.36E+02,8.43,1551,1369.63,49.6,1,q1_q17_dr25_tce,8691,4.072,2.193,297.64334,40.62252,12.625
5471480,K06587.01,,0,0,1,0,1,1,12.4254241,141.5418,0.938,24.98,3.79E+02,2.17,755,76.9,36,1,q1_q17_dr25_tce,5853,4.529,0.895,297.66238,40.68774,15.71
5475712,K06588.01,,0,0,0,1,0,0,2.991884392,134.175892,0.496,7.5583,1.24E+05,40.11,1486,1154.88,1280.3,1,q1_q17_dr25_tce,6596,4.4,1.094,298.57382,40.676601,13.28
5479973,K06589.01,,0,0,0,1,0,0,1.795273026,131.870391,0.935,7.3232,1.25E+05,55.26,1642,1714.88,877.8,1,q1_q17_dr25_tce,6363,4.456,1.012,299.38046,40.694759,14.889
5513833,K06591.01,,0,0,1,0,1,1,0.755101141,131.8211,0.523,3.371,7.67E+01,0.19,680,50.92,13.4,1,q1_q17_dr25_tce,3256,5.071,0.207,284.33002,40.736401,15.237
6471229,K06719.01,,0,0,0,0,0,1,1.75251585,132.7544,0.738,3.489,1.26E+02,1.02,1447,1035.27,14.2,1,q1_q17_dr25_tce,5952,4.554,0.844,299.16608,41.863049,13.978
6471230,K06720.01,,0,0,0,0,1,1,1.752450163,132.8015023,0.728,3.0255,5.55E+01,0.79,1552,1372.36,3.4,1,q1_q17_dr25_tce,5779,4.364,0.99,299.16617,41.861912,13.294
6521174,K06721.01,,0,0,0,0,1,0,8.27923132,133.81711,0.187,2.355,1.65E+02,1.08,815,104.49,10.9,1,q1_q17_dr25_tce,5631,4.557,0.847,291.42236,41.978939,15.197
6521542,K06722.01,,0,0,0,1,0,0,2.212877035,132.682428,0.518,4.66961,3.76E+05,69.18,1507,1221.98,2731,1,q1_q17_dr25_tce,6153,4.405,1,291.52811,41.915958,14.28
6522353,K06723.01,,0,0.001,0,0,1,0,0.845097627,132.12136,0.717,1.873,8.65E+01,0.78,1584,1496.92,10.7,1,q1_q17_dr25_tce,5252,4.593,0.783,291.79865,41.963551,15.685
6522750,K06724.01,,0,0,0,1,0,0,17.44564047,135.7462627,0.588,6.08966,3.34E+05,63.46,682,51.15,4093.9,1,q1_q17_dr25_tce,5759,4.481,0.945,291.92892,41.956371,11.23
6523216,K06725.01,,0,0,0,1,0,0,14.31315739,138.2205171,0.004,8.90236,2.16E+04,34.98,1144,404.48,4262.9,1,q1_q17_dr25_tce,5750,3.703,2.379,292.08383,41.915031,13.254
6531485,K06726.01,,0,0,0,1,0,0,0.676990194,131.8017098,1.223,1.69459,2.05E+04,37.5,1919,3192.15,997,1,q1_q17_dr25_tce,5813,4.568,0.816,294.58789,41.914261,15.553
7281399,K06854.01,,0,0,1,0,0,1,0.566803996,131.80782,0.123,3.399,1.42E+02,0.64,1350,786.1,23.4,1,q1_q17_dr25_tce,4373,4.722,0.544,291.58347,42.830051,15.989
7281616,K06856.01,,0,0,1,0,0,1,0.566799927,131.83464,0.188,4.71,1.45E+02,0.77,1649,1738.27,28.9,1,q1_q17_dr25_tce,5092,4.671,0.645,291.64725,42.861191,15.888
7281699,K06857.01,,0,0,1,0,0,1,0.566786121,131.8363,0.591,3.404,8.18E+01,0.79,1984,3678.65,14,1,q1_q17_dr25_tce,5603,4.556,0.846,291.68314,42.884411,15.768
7282008,K06858.01,,0,0,1,0,1,1,0.56679797,131.841,0.176,4.503,7.26E+01,0.65,1799,2467.38,14,1,q1_q17_dr25_tce,5230,4.594,0.777,291.77713,42.845871,15.877
7285616,K06859.01,,0,0,0,0,1,1,0.566802891,131.79487,0.628,1.861,4.92E+01,1.29,3111,22107.66,14.4,1,q1_q17_dr25_tce,6487,4.08,1.748,292.91879,42.850082,12.982
8183389,K06986.01,,0,0,0,1,0,0,32.4403392,142.2555263,0.645,4.50984,2.88E+05,44.56,448,9.52,2177,1,q1_q17_dr25_tce,5081,4.578,0.696,297.3703,44.09877,15.854
8193315,K06988.01,,0,0,0,1,0,0,2.62387291,134.0049825,0.49,4.61248,2.32E+05,74.23,1790,2430.91,2607.6,1,q1_q17_dr25_tce,6728,4.206,1.46,299.82968,44.040359,13.7
8195877,K06989.01,,0,0,1,0,0,0,0.75509861,131.962107,1.091,2.6423,6.03E+04,60.74,2359,7285.15,385.4,2,q1_q17_dr25_tce,6038,4.206,1.213,300.5683,44.029549,13.441
8196180,K06990.01,,0,0,1,0,0,0,3.671661096,132.0909174,0.923,4.29947,1.29E+05,105.82,1967,3539.43,3152.6,1,q1_q17_dr25_tce,7343,4.02,1.94,300.63577,44.053398,12.814
8210721,K06991.01,,0,0,0,1,0,0,22.67314568,138.145641,0.605,6.6324,6.54E+04,30.92,684,51.67,912,1,q1_q17_dr25_tce,5619,4.269,1.153,281.0105,44.15377,14.274
9001468,K07120.01,,0,0,0,1,0,0,17.32996587,142.727156,0.705,8.43812,2.53E+05,42.58,548,21.34,1938.7,1,q1_q17_dr25_tce,5079,4.588,0.683,282.76163,45.398521,15.2
9005854,K07121.01,,0,0,0,1,0,0,1.890227354,131.678589,0.957,3.855,1.12E+05,42.05,1236,551.66,252,1,q1_q17_dr25_tce,5356,4.589,0.78,285.03131,45.380451,15.569
9007918,K07122.01,,0,0,0,1,0,0,1.387206724,132.8469146,0.856,3.82527,1.51E+05,103.41,2619,11126.98,1752.6,1,q1_q17_dr25_tce,7207,4.06,1.894,286.00845,45.35603,11.658
9007953,K07123.01,,0,0,0,0,1,1,1.38718209,132.8579,0.28,2.595,4.55E+01,0.68,1707,2011.41,7.2,1,q1_q17_dr25_tce,6122,4.471,0.996,286.0213,45.343681,14.718
9024857,K07124.01,,0,0,0,1,0,0,35.02656485,160.6019871,0.777,2.90121,1.20E+05,34.88,489,13.56,1607.2,1,q1_q17_dr25_tce,5546,4.575,0.81,292.87848,45.344372,15.496
9029486,K07126.01,,0,0,0,1,0,0,3.138580493,132.330622,0.619,4.16343,2.33E+05,59.24,1281,635.61,2387.8,1,q1_q17_dr25_tce,5593,4.311,1.083,294.47293,45.389721,13.63
9913481,K07253.01,,0,0,0,1,0,0,3.50474265,133.319536,1.049,8.2852,8.86E+04,200.24,2689,12355.55,977.2,1,q1_q17_dr25_tce,7624,3.622,3.682,299.58655,46.765541,10.862
9913798,K07254.01,,0,0,0,1,0,0,2.14344093,133.497247,0.686,3.9741,1.33E+05,28.69,1033,269.48,645.9,1,q1_q17_dr25_tce,4817,4.624,0.7,299.68179,46.735352,14.945
9934208,K07256.01,,0,0,0,1,0,0,9.058487716,137.3378842,0.213,4.14334,1.28E+05,20.51,547,21.15,2098.9,1,q1_q17_dr25_tce,4340,4.671,0.573,282.54208,46.856628,15.507
9936698,K07257.01,,0,0,0,1,0,0,2.856085147,133.39298,0.841,4.5776,1.74E+05,88.52,1739,2164,422.1,1,q1_q17_dr25_tce,6604,4.178,1.526,284.06732,46.809582,14.045
10867017,K07384.01,,0,0,0,1,1,0,0.876941133,132.26899,0.386,1.296,7.35E+01,0.85,1938,3332.14,12.3,1,q1_q17_dr25_tce,6018,4.485,0.975,294.21442,48.258179,14.978
10909274,K07385.01,,0,0,0,1,0,0,39.23814157,148.651652,0.459,6.07183,4.39E+05,90.93,656,43.69,969.3,1,q1_q17_dr25_tce,6599,4.35,1.234,285.97623,48.320782,12.153
10920813,K07386.01,,0,0,1,0,0,0,53.7406575,209.294733,0.386,47.2475,1.17E+05,25.44,398,5.93,3568.1,1,q1_q17_dr25_tce,5288,4.577,0.737,292.21005,48.315643,13.756
10923260,K07387.01,,0,0,0,1,0,0,7.436016459,136.518226,0.433,4.16284,1.07E+05,31.39,968,207.61,742.1,1,q1_q17_dr25_tce,6214,4.501,0.933,293.34525,48.382301,14.546
10924400,K07388.01,,0,0,0,1,1,1,0.750737313,131.82143,0.463,1.712,3.88E+01,0.48,1603,1558.69,13.4,1,q1_q17_dr25_tce,5151,4.602,0.761,293.82587,48.34436,12.306
10936427,K07390.01,,0,0,0,1,0,0,14.36102158,138.842986,0.003,13.2895,4.60E+05,45.9,594,29.44,2599,1,q1_q17_dr25_tce,5229,4.607,0.668,298.34381,48.335892,14.419
10937609,K07391.01,,0,0,0,1,0,0,2.570431263,133.189517,1.054,5.49699,7.68E+04,50.18,1411,936.9,822.9,1,q1_q17_dr25_tce,6244,4.473,0.971,298.74158,48.326962,13.43
10965963,K07392.01,,0,0,0,1,0,0,6.64024496,132.775862,0.756,6.03491,2.24E+05,74.4,1114,364.44,2941,1,q1_q17_dr25_tce,6085,4.293,1.215,286.61066,48.479729,13.881
12251779,K07517.01,,0,0,0,1,0,0,14.84424039,134.2337694,0.275,6.83577,8.34E+04,28.97,810,101.98,4542.8,1,q1_q17_dr25_tce,6161,4.367,0.988,287.57361,50.99873,14.415
12268220,K07518.01,,0,0,0,1,0,0,4.42158021,134.395447,1.146,10.4532,6.10E+04,188.89,2565,10243.23,370.6,1,q1_q17_dr25_tce,8026,3.65,3.461,296.49069,50.905861,11.425
12302391,K07519.01,,0,0,0,1,0,0,25.32169873,139.687525,0.954,4.45367,1.20E+05,56.62,655,43.39,673.3,1,q1_q17_dr25_tce,6109,4.455,1.029,288.40378,51.073761,15.128
12306808,K07521.01,,0,0,0,1,0,0,37.87848359,138.128618,0.763,10.5972,2.22E+05,46.42,503,15.19,1157.6,1,q1_q17_dr25_tce,5985,4.603,0.758,291.11057,51.058929,13.265
12351927,K07522.01,,0,0,0,1,0,0,10.11614452,139.9824969,0.879,2.70314,5.81E+04,17.21,549,21.56,1144.8,1,q1_q17_dr25_tce,4717,4.737,0.519,288.51062,51.162472,15.52
12353633,K07523.01,,0,0,0,1,0,1,0.684496369,131.92125,0.501,2.263,2.84E+01,1.12,2913,17099.5,16.3,1,q1_q17_dr25_tce,5800,3.866,2.053,289.5249,51.172005,13.181
12353720,K07524.01,,0,0,0,1,0,0,1.953285321,133.1432,1.312,1.67598,1.52E+03,151.56,2927,17363.68,237.7,1,q1_q17_dr25_tce,6450,3.501,3.928,289.57025,51.125702,13.077
8565912,K07898.01,,0,0,0,1,0,0,1.012174295,131.90835,0.596,4.6617,3.23E+05,114.4,2737,13215.77,596,1,q1_q17_dr25_tce,6987,4.096,1.716,294.10941,44.691078,14.712
3458919,K06337.01,,0,0,0,1,1,0,0.892061734,131.815603,1.079,2.24307,7.56E+04,46.75,1724,2090.54,398.1,1,q1_q17_dr25_tce,5561,4.512,0.855,295.14029,38.597542,13.815
3542573,K06338.01,,0,0,0,1,0,1,3.471399214,133.7510303,1.014,5.07707,9.23E+04,89.62,1558,1390.76,3230.4,1,q1_q17_dr25_tce,6026,4.101,1.689,290.85925,38.633808,12.161
3543270,K06339.01,,0,0,0,1,0,0,4.176929219,133.197382,0.984,5.2003,7.04E+04,31.35,938,183.08,187,1,q1_q17_dr25_tce,5462,4.628,0.708,291.05762,38.64534,15.22
3556742,K06344.01,,0,0,0,1,1,0,0.823014905,132.160787,1.247,3.5426,8.51E+02,22.17,1482,1136.75,130.5,1,q1_q17_dr25_tce,4975,4.614,0.724,294.47253,38.67551,14.221
4917014,K06472.01,,0,0,0,0,1,0,0.796815149,131.9743416,0.524,1.0727,5.59E+01,10.23,5480,212663.45,4.8,1,q1_q17_dr25_tce,4897,2.464,13.499,289.7692,40.021091,11.971
4931073,K06473.01,,0,0,0,1,0,0,26.95123768,150.923211,1.04,8.27486,8.67E+04,146.33,1082,324.38,1451.7,1,q1_q17_dr25_tce,6675,3.748,2.747,293.82971,40.031189,11.957
4932691,K06474.01,,0,0,0,1,0,0,18.11208877,134.713916,0.982,6.7828,1.17E+05,96.62,1068,307.27,217.7,1,q1_q17_dr25_tce,7323,4.167,1.722,294.24017,40.00745,13.627
4940201,K06476.01,,0,0,0,1,0,0,4.408295716,134.280413,1.159,3.62479,3.80E+04,35.68,942,186.23,386.1,1,q1_q17_dr25_tce,5496,4.607,0.743,295.98352,40.061661,14.984
4946680,K06477.01,,0,0,0,1,0,0,8.665259912,132.216249,1.269,3.1088,1.84E+03,82.42,1378,852.84,181.4,1,q1_q17_dr25_tce,6071,3.796,2.389,297.38254,40.02417,13.852
4947726,K06478.01,,0,0,0,1,0,0,4.726086185,132.9230889,0.651,4.39793,1.82E+05,41.38,1032,267.96,1564.3,1,q1_q17_dr25_tce,5873,4.547,0.863,297.61514,40.06081,15.181
4948863,K06479.01,,0,0,0,1,0,0,8.643550046,139.8333977,1.076,3.1273,6.73E+04,38.21,779,87.16,849.3,1,q1_q17_dr25_tce,5679,4.605,0.747,297.85007,40.068722,15.414
5529501,K06592.01,,0,0,1,0,0,1,1.51945182,132.5975,0.599,2.95,1.37E+01,0.5,1901,3080.82,9.6,1,q1_q17_dr25_tce,6168,4.25,1.307,290.4678,40.754238,12.585
5529560,K06593.01,,0,0,0,0,1,1,0.759755409,131.79602,0.455,2.734,7.00E+01,0.91,2121,4773.08,15.9,1,q1_q17_dr25_tce,6090,4.447,1.071,290.49057,40.722191,15.259
5530881,K06594.01,,0,0,0,1,0,0,5.082523739,132.9614122,0.269,5.04732,2.76E+05,61.88,1266,606.33,5286.2,1,q1_q17_dr25_tce,6507,4.343,1.145,290.92267,40.777359,13.508
5534476,K06595.01,,0,0,1,0,0,1,1.02547271,131.6002,0.651,1.996,2.70E+01,0.94,2657,11800.82,10.9,2,q1_q17_dr25_tce,6862,4.114,1.712,292.11362,40.792179,12.407
5534702,K06596.01,,0,0,1,0,0,0,1.025465924,131.6091403,0.88,3.71841,1.53E+05,106.84,2710,12744.17,1120.8,1,q1_q17_dr25_tce,6700,4.041,1.883,292.18344,40.707241,13.821
5535280,K06597.01,,0,0,0,1,0,0,74.98529295,146.1390004,0.987,6.23451,1.05E+05,49.22,425,7.69,1754.8,1,q1_q17_dr25_tce,5955,4.52,0.91,292.34787,40.733101,14.851
5553624,K06599.01,,0,0,0,1,0,0,25.76205672,139.7346639,0.445,14.8694,4.48E+05,74.87,604,31.48,3469.5,1,q1_q17_dr25_tce,5539,4.393,1.027,296.98712,40.77536,14.231
6543682,K06728.01,,0,0,0,1,0,1,1.195516859,132.302869,0.327,6.17216,5.14E+05,75.54,1715,2045.19,1153.4,1,q1_q17_dr25_tce,5780,4.438,1,297.54327,41.951748,13.908
6545018,K06729.01,,0,0,0,1,0,0,1.995728294,132.839699,0.465,6.43532,2.52E+05,45.2,1409,928.82,1496.5,1,q1_q17_dr25_tce,5807,4.455,0.861,297.81381,41.963051,13.748
6548447,K06730.01,,0,0,1,0,0,0,10.76839193,137.679347,0.001,12.5252,1.07E+05,52.8,970,209.25,2085.7,2,q1_q17_dr25_tce,5226,3.97,1.643,298.54251,41.953201,12.88
6584167,K06732.01,,0,0,1,0,0,0,0.733724504,132.02461,0.257,2.208,4.59E+01,0.96,2601,10830.96,21.4,1,q1_q17_dr25_tce,6175,4.099,1.405,283.72507,42.027374,13.436
6591789,K06735.01,,0,0,0,1,0,0,5.08840787,134.3553111,0.513,4.77204,3.87E+05,55.3,937,181.75,3095,1,q1_q17_dr25_tce,5618,4.583,0.791,287.04648,42.000519,15.353
6593363,K06736.01,,0,0,0,1,0,0,18.52782408,139.2576071,0.171,5.88678,7.62E+04,64.66,1080,322.19,5547.2,1,q1_q17_dr25_tce,6154,3.793,2.321,287.67276,42.059158,12.893
7336754,K06861.01,,0,0,0,1,0,0,12.15524112,133.7671874,0.825,6.84353,8.55E+04,34.62,788,91.2,1767.8,1,q1_q17_dr25_tce,5761,4.413,0.932,281.49689,42.906078,13.964
7350067,K06863.01,Kepler-1646 b,1,1,0,0,0,0,4.48559215,135.43172,0.442,0.8161,2.27E+03,0.95,365,4.2,15,1,q1_q17_dr25_tce,3236,5.097,0.193,287.5264,42.912899,15.737
7362632,K06865.01,,0,0,1,0,0,1,0.566811926,131.79708,0.681,4.181,8.26E+01,0.91,2293,6584.06,22.5,1,q1_q17_dr25_tce,6165,4.474,0.942,291.74191,42.958309,15.444
7365447,K06866.01,,0,0,0,1,0,0,2.525386934,133.913493,0.934,3.71613,1.25E+05,67.24,1701,1982.55,1003,1,q1_q17_dr25_tce,6826,4.337,1.233,292.62149,42.92197,14.34
7366036,K06867.01,,0,0,1,0,0,1,0.566801506,131.7969,0.369,1.738,2.95E+01,0.62,2557,10156.53,19.2,1,q1_q17_dr25_tce,6398,4.358,1.111,292.79962,42.99033,11.656
8211521,K06992.01,,0,0.057,0,0,1,0,1.69421771,132.006,0.734,4.161,9.11E+01,0.74,1274,621.89,15,1,q1_q17_dr25_tce,5402,4.591,0.717,281.56042,44.184818,15.041
8229048,K06995.01,,0,0,0,1,0,0,2.739477089,131.930634,1.189,3.18229,3.21E+04,50.48,1475,1120.19,593.6,1,q1_q17_dr25_tce,6469,4.431,1.056,290.2905,44.134239,13.636
8231877,K06996.01,,0,0,0,1,0,0,1.307761491,131.777769,1.237,2.22271,1.39E+04,29.17,1298,671.75,531.5,1,q1_q17_dr25_tce,5112,4.596,0.673,291.26697,44.197269,14.932
8234477,K06997.01,,0,0,0,1,0,0,4.028671454,133.9542149,0.294,8.12253,1.14E+05,52.42,1492,1169.87,2152.8,1,q1_q17_dr25_tce,6327,4.168,1.528,292.22934,44.160789,13.775
